"Account","Beginning Of Interval","Followers"
"Alberto Fernández",2019-06-21,112429
"Alberto Fernández",2019-06-22,115197
"Alberto Fernández",2019-06-23,119112
"Alberto Fernández",2019-06-24,122538
"Alberto Fernández",2019-06-25,126481
"Alberto Fernández",2019-06-26,130331
"Alberto Fernández",2019-06-27,133963
"Alberto Fernández",2019-06-28,138228
"Alberto Fernández",2019-06-29,145072
"Alberto Fernández",2019-06-30,148950
"Alberto Fernández",2019-07-01,152810
"Alberto Fernández",2019-07-02,155959
"Alberto Fernández",2019-07-03,158793
"Alberto Fernández",2019-07-04,162065
"Alberto Fernández",2019-07-05,164943
"Alberto Fernández",2019-07-06,167445
"Alberto Fernández",2019-07-07,170656
"Alberto Fernández",2019-07-08,173590
"Alberto Fernández",2019-07-09,177530
"Alberto Fernández",2019-07-10,180241
"Alberto Fernández",2019-07-11,183029
"Alberto Fernández",2019-07-12,185942
"Alberto Fernández",2019-07-13,188544
"Alberto Fernández",2019-07-14,191406
"Alberto Fernández",2019-07-15,194255
"Alberto Fernández",2019-07-16,196948
"Alberto Fernández",2019-07-17,199525
"Alberto Fernández",2019-07-18,202026
"Alberto Fernández",2019-07-19,204724
"Alberto Fernández",2019-07-20,207030
"Alberto Fernández",2019-07-21,209335
"Alberto Fernández",2019-07-22,212348
"Alberto Fernández",2019-07-23,216143
"Alberto Fernández",2019-07-24,220228
"Alberto Fernández",2019-07-25,223412
"Alberto Fernández",2019-07-26,226314
"Alberto Fernández",2019-07-27,229090
"Alberto Fernández",2019-07-28,232020
"Alberto Fernández",2019-07-29,235191
"Alberto Fernández",2019-07-30,238308
"Alberto Fernández",2019-07-31,241027
"Alberto Fernández",2019-08-01,243973
"Alberto Fernández",2019-08-02,246740
"Alberto Fernández",2019-08-03,249566
"Alberto Fernández",2019-08-04,253281
"Alberto Fernández",2019-08-05,256998
"Alberto Fernández",2019-08-06,261618
"Alberto Fernández",2019-08-07,266881
"Alberto Fernández",2019-08-08,273959
"Alberto Fernández",2019-08-09,279301
"Alberto Fernández",2019-08-10,282392
"Alberto Fernández",2019-08-11,294088
"Alberto Fernández",2019-08-12,326217
"Alberto Fernández",2019-08-13,337343
"Alberto Fernández",2019-08-14,348264
"Alberto Fernández",2019-08-15,356691
"Alberto Fernández",2019-08-16,362627
"Alberto Fernández",2019-08-17,367434
"Alberto Fernández",2019-08-18,371725
"Alberto Fernández",2019-08-19,375671
"Alberto Fernández",2019-08-20,379818
"Alberto Fernández",2019-08-21,383827
"Alberto Fernández",2019-08-22,387195
"Alberto Fernández",2019-08-23,390193
"Alberto Fernández",2019-08-24,392553
"Alberto Fernández",2019-08-25,395110
"Alberto Fernández",2019-08-26,397663
"Alberto Fernández",2019-08-27,400034
"Alberto Fernández",2019-08-28,402552
"Alberto Fernández",2019-08-29,404979
"Alberto Fernández",2019-08-30,407663
"Alberto Fernández",2019-08-31,409800
"Alberto Fernández",2019-09-01,411800
"Alberto Fernández",2019-09-02,413669
"Alberto Fernández",2019-09-03,415653
"Alberto Fernández",2019-09-04,417429
"Alberto Fernández",2019-09-05,419042
"Alberto Fernández",2019-09-06,420507
"Alberto Fernández",2019-09-07,421953
"Alberto Fernández",2019-09-08,423442
"Alberto Fernández",2019-09-09,424677
"Alberto Fernández",2019-09-10,426036
"Alberto Fernández",2019-09-11,427275
"Alberto Fernández",2019-09-12,428608
"Alberto Fernández",2019-09-13,429689
"Alberto Fernández",2019-09-14,430626
"Alberto Fernández",2019-09-15,431569
"Alberto Fernández",2019-09-16,432783
"Alberto Fernández",2019-09-17,433991
"Alberto Fernández",2019-09-18,435326
"Alberto Fernández",2019-09-19,436552
"Alberto Fernández",2019-09-20,437697
"Alberto Fernández",2019-09-21,438848
"Alberto Fernández",2019-09-22,440180
"Alberto Fernández",2019-09-23,441544
"Alberto Fernández",2019-09-24,443143
"Alberto Fernández",2019-09-25,444357
"Alberto Fernández",2019-09-26,445598
"Alberto Fernández",2019-09-27,446882
"Alberto Fernández",2019-09-28,448270
"Alberto Fernández",2019-09-29,449945
"Alberto Fernández",2019-09-30,451429
"Alberto Fernández",2019-10-01,453350
"Alberto Fernández",2019-10-02,455028
"Alberto Fernández",2019-10-03,456536
"Alberto Fernández",2019-10-04,458140
"Alberto Fernández",2019-10-05,459674
"Alberto Fernández",2019-10-06,460901
"Alberto Fernández",2019-10-07,462340
"Alberto Fernández",2019-10-08,464417
"Alberto Fernández",2019-10-09,466461
"Alberto Fernández",2019-10-10,467876
"Alberto Fernández",2019-10-11,469321
"Alberto Fernández",2019-10-12,471066
"Alberto Fernández",2019-10-13,472900
"Alberto Fernández",2019-10-14,480026
"Alberto Fernández",2019-10-15,483822
"Alberto Fernández",2019-10-16,487425
"Alberto Fernández",2019-10-17,491681
"Alberto Fernández",2019-10-18,494963
"Alberto Fernández",2019-10-19,497188
"Alberto Fernández",2019-10-20,499664
"Alberto Fernández",2019-10-21,506778
"Alberto Fernández",2019-10-22,510812
"Alberto Fernández",2019-10-23,514302
"Alberto Fernández",2019-10-24,518487
"Alberto Fernández",2019-10-25,524633
"Alberto Fernández",2019-10-26,528136
"Alberto Fernández",2019-10-27,552884
"Alberto Fernández",2019-10-28,613632
"Alberto Fernández",2019-10-29,635231
"Alberto Fernández",2019-10-30,667125
"Alberto Fernández",2019-10-31,692564
"Alberto Fernández",2019-11-01,704236
"Alberto Fernández",2019-11-02,714422
"Alberto Fernández",2019-11-03,726133
"Alberto Fernández",2019-11-04,734282
"Alberto Fernández",2019-11-05,741369
"Alberto Fernández",2019-11-06,747688
"Alberto Fernández",2019-11-07,753957
"Alberto Fernández",2019-11-08,762412
"Alberto Fernández",2019-11-09,769214
"Alberto Fernández",2019-11-10,774511
"Alberto Fernández",2019-11-11,781124
"Alberto Fernández",2019-11-12,786839
"Alberto Fernández",2019-11-13,791300
"Alberto Fernández",2019-11-14,795057
"Alberto Fernández",2019-11-15,798983
"Alberto Fernández",2019-11-16,801948
"Alberto Fernández",2019-11-17,805509
"Alberto Fernández",2019-11-18,808571
"Alberto Fernández",2019-11-19,811909
"Alberto Fernández",2019-11-20,815553
"Alberto Fernández",2019-11-21,818821
"Alberto Fernández",2019-11-22,822663
"Alberto Fernández",2019-11-23,825702
"Alberto Fernández",2019-11-24,827962
"Alberto Fernández",2019-11-25,830058
"Alberto Fernández",2019-11-26,831989
"Alberto Fernández",2019-11-27,833921
"Alberto Fernández",2019-11-28,836843
"Alberto Fernández",2019-11-29,839602
"Alberto Fernández",2019-11-30,841666
"Alberto Fernández",2019-12-01,843767
"Alberto Fernández",2019-12-02,846069
"Alberto Fernández",2019-12-03,849462
"Alberto Fernández",2019-12-04,852568
"Alberto Fernández",2019-12-05,854508
"Alberto Fernández",2019-12-06,857494
"Alberto Fernández",2019-12-07,860949
"Alberto Fernández",2019-12-08,864697
"Alberto Fernández",2019-12-09,869798
"Alberto Fernández",2019-12-10,957064
"Alberto Fernández",2019-12-11,1030091
"Alberto Fernández",2019-12-12,1054195
"Alberto Fernández",2019-12-13,1076208
"Alberto Fernández",2019-12-14,1097978
"Alberto Fernández",2019-12-15,1112875
"Alberto Fernández",2019-12-16,1126403
"Alberto Fernández",2019-12-17,1145987
"Alberto Fernández",2019-12-18,1156678
"Alberto Fernández",2019-12-19,1167294
"Alberto Fernández",2019-12-20,1174103
"Alberto Fernández",2019-12-21,1179341
"Alberto Fernández",2019-12-22,1183957
"Alberto Fernández",2019-12-23,1189213
"Alberto Fernández",2019-12-24,1194044
"Alberto Fernández",2019-12-25,1198729
"Alberto Fernández",2019-12-26,1207610
"Alberto Fernández",2019-12-27,1214239
"Alberto Fernández",2019-12-28,1218365
"Alberto Fernández",2019-12-29,1222587
"Alberto Fernández",2019-12-30,1226499
"Alberto Fernández",2019-12-31,1229946
"Alberto Fernández",2020-01-01,1232805
"Alberto Fernández",2020-01-02,1235909
"Alberto Fernández",2020-01-03,1239384
"Alberto Fernández",2020-01-04,1242135
"Alberto Fernández",2020-01-05,1244818
"Alberto Fernández",2020-01-06,1248285
"Alberto Fernández",2020-01-07,1251732
"Alberto Fernández",2020-01-08,1255149
"Alberto Fernández",2020-01-09,1258419
"Alberto Fernández",2020-01-10,1261816
"Alberto Fernández",2020-01-11,1264134
"Alberto Fernández",2020-01-12,1266246
"Alberto Fernández",2020-01-13,1268375
"Alberto Fernández",2020-01-14,1270654
"Alberto Fernández",2020-01-15,1272552
"Alberto Fernández",2020-01-16,1274899
"Alberto Fernández",2020-01-17,1276900
"Alberto Fernández",2020-01-18,1278417
"Alberto Fernández",2020-01-19,1279643
"Alberto Fernández",2020-01-20,1280830
"Alberto Fernández",2020-01-21,1282301
"Alberto Fernández",2020-01-22,1283843
"Alberto Fernández",2020-01-23,1285637
"Alberto Fernández",2020-01-24,1287314
"Alberto Fernández",2020-01-25,1288592
"Alberto Fernández",2020-01-26,1289542
"Alberto Fernández",2020-01-27,1291119
"Alberto Fernández",2020-01-28,1292821
"Alberto Fernández",2020-01-29,1294538
"Alberto Fernández",2020-01-30,1295911
"Alberto Fernández",2020-01-31,1297178
"Alberto Fernández",2020-02-01,1298270
"Alberto Fernández",2020-02-02,1299413
"Alberto Fernández",2020-02-03,1300662
"Alberto Fernández",2020-02-04,1302114
"Alberto Fernández",2020-02-05,1303878
"Alberto Fernández",2020-02-06,1306209
"Alberto Fernández",2020-02-07,1308361
"Alberto Fernández",2020-02-08,1310485
"Alberto Fernández",2020-02-09,1312559
"Alberto Fernández",2020-02-10,1314288
"Alberto Fernández",2020-02-11,1316869
"Alberto Fernández",2020-02-12,1318783
"Alberto Fernández",2020-02-13,1320603
"Alberto Fernández",2020-02-14,1322555
"Alberto Fernández",2020-02-15,1324701
"Alberto Fernández",2020-02-16,1326573
"Alberto Fernández",2020-02-17,1328155
"Alberto Fernández",2020-02-18,1330237
"Alberto Fernández",2020-02-19,1332849
"Alberto Fernández",2020-02-20,1334891
"Alberto Fernández",2020-02-21,1336470
"Alberto Fernández",2020-02-22,1337806
"Alberto Fernández",2020-02-23,1339273
"Alberto Fernández",2020-02-24,1340652
"Alberto Fernández",2020-02-25,1342191
"Alberto Fernández",2020-02-26,1343532
"Alberto Fernández",2020-02-27,1344749
"Alberto Fernández",2020-02-28,1345949
"Alberto Fernández",2020-02-29,1346998
"Alberto Fernández",2020-03-01,1350589
"Alberto Fernández",2020-03-02,1354429
"Alberto Fernández",2020-03-03,1356899
"Alberto Fernández",2020-03-04,1358824
"Alberto Fernández",2020-03-05,1360361
"Alberto Fernández",2020-03-06,1362212
"Alberto Fernández",2020-03-07,1363627
"Alberto Fernández",2020-03-08,1364867
"Alberto Fernández",2020-03-09,1366209
"Alberto Fernández",2020-03-10,1367748
"Alberto Fernández",2020-03-11,1369222
"Alberto Fernández",2020-03-12,1371309
"Alberto Fernández",2020-03-13,1373693
"Alberto Fernández",2020-03-14,1375151
"Alberto Fernández",2020-03-15,1383387
"Alberto Fernández",2020-03-16,1392071
"Alberto Fernández",2020-03-17,1399691
"Alberto Fernández",2020-03-18,1406370
"Alberto Fernández",2020-03-19,1425846
"Alberto Fernández",2020-03-20,1477953
"Alberto Fernández",2020-03-21,1496268
"Alberto Fernández",2020-03-22,1534442
"Alberto Fernández",2020-03-23,1569705
"Alberto Fernández",2020-03-24,1610262
"Alberto Fernández",2020-03-25,1652776
"Alberto Fernández",2020-03-26,1688419
"Alberto Fernández",2020-03-27,1720397
"Alberto Fernández",2020-03-28,1753212
"Alberto Fernández",2020-03-29,1798555
"Alberto Fernández",2020-03-30,1894970
"Alberto Fernández",2020-03-31,1949528
"Alberto Fernández",2020-04-01,1979828
"Alberto Fernández",2020-04-02,2042562
"Alberto Fernández",2020-04-03,2068347
"Alberto Fernández",2020-04-04,2091624
"Alberto Fernández",2020-04-05,2108867
"Alberto Fernández",2020-04-06,2129154
"Alberto Fernández",2020-04-07,2147073
"Alberto Fernández",2020-04-08,2162248
"Alberto Fernández",2020-04-09,2178094
"Alberto Fernández",2020-04-10,2196565
"Alberto Fernández",2020-04-11,2223853
"Alberto Fernández",2020-04-12,2246276
"Alberto Fernández",2020-04-13,2260048
"Alberto Fernández",2020-04-14,2273220
"Alberto Fernández",2020-04-15,2285659
"Alberto Fernández",2020-04-16,2297778
"Alberto Fernández",2020-04-17,2308326
"Alberto Fernández",2020-04-18,2321251
"Alberto Fernández",2020-04-19,2331889
"Alberto Fernández",2020-04-20,2343848
"Alberto Fernández",2020-04-21,2356273
"Alberto Fernández",2020-04-22,2367533
"Alberto Fernández",2020-04-23,2376729
"Alberto Fernández",2020-04-24,2378598
"Alberto Fernández",2020-04-25,2381022
"Alberto Fernández",2020-04-26,2390999
"Alberto Fernández",2020-04-27,2394416
"Alberto Fernández",2020-04-28,2399976
"Alberto Fernández",2020-04-29,2402041
"Alberto Fernández",2020-04-30,2404344
"Alberto Fernández",2020-05-01,2405859
"Alberto Fernández",2020-05-02,2407381
"Alberto Fernández",2020-05-03,2408328
"Alberto Fernández",2020-05-04,2413108
"Alberto Fernández",2020-05-05,2414799
"Alberto Fernández",2020-05-06,2415847
"Alberto Fernández",2020-05-07,2416867
"Alberto Fernández",2020-05-08,2421049
"Alberto Fernández",2020-05-09,2426376
"Alberto Fernández",2020-05-10,2428174
"Alberto Fernández",2020-05-11,2429258
"Alberto Fernández",2020-05-12,2430313
"Alberto Fernández",2020-05-13,2431137
"Alberto Fernández",2020-05-14,2432192
"Alberto Fernández",2020-05-15,2432988
"Alberto Fernández",2020-05-16,2433787
"Alberto Fernández",2020-05-17,2443795
"Alberto Fernández",2020-05-18,2447549
"Alberto Fernández",2020-05-19,2448369
"Alberto Fernández",2020-05-20,2449077
"Alberto Fernández",2020-05-21,2449960
"Alberto Fernández",2020-05-22,2449796
"Alberto Fernández",2020-05-23,2450726
"Alberto Fernández",2020-05-24,2453431
"Alberto Fernández",2020-05-25,2455632
"Alberto Fernández",2020-05-26,2457181
"Alberto Fernández",2020-05-27,2458166
"Alberto Fernández",2020-05-28,2459252
"Alberto Fernández",2020-05-29,2459920
"Alberto Fernández",2020-05-30,2460471
"Alberto Fernández",2020-05-31,2460820
"Alberto Fernández",2020-06-01,2461067
"Alberto Fernández",2020-06-02,2461875
"Alberto Fernández",2020-06-03,2463495
"Alberto Fernández",2020-06-04,2464548
"Alberto Fernández",2020-06-05,2466463
"Alberto Fernández",2020-06-06,2467287
"Alberto Fernández",2020-06-07,2467670
"Alberto Fernández",2020-06-08,2467802
"Alberto Fernández",2020-06-09,2468290
"Alberto Fernández",2020-06-10,2468560
"Alberto Fernández",2020-06-11,2468802
"Alberto Fernández",2020-06-12,2469452
"Alberto Fernández",2020-06-13,2469841
"Alberto Fernández",2020-06-14,2470007
"Alberto Fernández",2020-06-15,2470194
"Alberto Fernández",2020-06-16,2470702
"Alberto Fernández",2020-06-17,2472890
"Alberto Fernández",2020-06-18,2474593
"Alberto Fernández",2020-06-19,2475120
"Alberto Fernández",2020-06-20,2475838
"Alberto Fernández",2020-06-21,2476303
"Alberto Fernández",2020-06-22,2476890
"Alberto Fernández",2020-06-23,2477146
"Alberto Fernández",2020-06-24,2477623
"Alberto Fernández",2020-06-25,2478293
"Alberto Fernández",2020-06-26,2479746
"Alberto Fernández",2020-06-27,2480542
"Alberto Fernández",2020-06-28,2483833
"Alberto Fernández",2020-06-29,2486720
"Alberto Fernández",2020-06-30,2487138
"Alberto Fernández",2020-07-01,2487741
"Alberto Fernández",2020-07-02,2487945
"Alberto Fernández",2020-07-03,2487809
"Alberto Fernández",2020-07-04,2489121
"Alberto Fernández",2020-07-05,2489495
"Alberto Fernández",2020-07-06,2489718
"Alberto Fernández",2020-07-07,2489783
"Alberto Fernández",2020-07-08,2490162
"Alberto Fernández",2020-07-09,2494223
"Alberto Fernández",2020-07-10,2497534
"Alberto Fernández",2020-07-11,2500816
"Alberto Fernández",2020-07-12,2504281
"Alberto Fernández",2020-07-13,2507661
"Alberto Fernández",2020-07-14,2510596
"Alberto Fernández",2020-07-15,2515593
"Alberto Fernández",2020-07-16,2519459
"Alberto Fernández",2020-07-17,2523744
"Alberto Fernández",2020-07-18,2526883
"Alberto Fernández",2020-07-19,2530191
"Alberto Fernández",2020-07-20,2533138
"Alberto Fernández",2020-07-21,2535676
"Alberto Fernández",2020-07-22,2538494
"Alberto Fernández",2020-07-23,2541412
"Alberto Fernández",2020-07-24,2543647
"Alberto Fernández",2020-07-25,2545825
"Alberto Fernández",2020-07-26,2547519
"Alberto Fernández",2020-07-27,2549306
"Alberto Fernández",2020-07-28,2550965
"Alberto Fernández",2020-07-29,2552580
"Alberto Fernández",2020-07-30,2553876
"Alberto Fernández",2020-07-31,2555884
"Alberto Fernández",2020-08-01,2557608
"Alberto Fernández",2020-08-02,2559467
"Alberto Fernández",2020-08-03,2561320
"Alberto Fernández",2020-08-04,2563760
"Alberto Fernández",2020-08-05,2565741
"Alberto Fernández",2020-08-06,2567433
"Alberto Fernández",2020-08-07,2569315
"Alberto Fernández",2020-08-08,2570872
"Alberto Fernández",2020-08-09,2572470
"Alberto Fernández",2020-08-10,2573940
"Alberto Fernández",2020-08-11,2575368
"Alberto Fernández",2020-08-12,2577822
"Alberto Fernández",2020-08-13,2581015
"Alberto Fernández",2020-08-14,2584345
"Alberto Fernández",2020-08-15,2587551
"Alberto Fernández",2020-08-16,2589717
"Alberto Fernández",2020-08-17,2592363
"Alberto Fernández",2020-08-18,2595015
"Alberto Fernández",2020-08-19,2597762
"Alberto Fernández",2020-08-20,2600418
"Alberto Fernández",2020-08-21,2603279
"Alberto Fernández",2020-08-22,2605993
"Alberto Fernández",2020-08-23,2608907
"Alberto Fernández",2020-08-24,2611697
"Alberto Fernández",2020-08-25,2613989
"Alberto Fernández",2020-08-26,2617105
"Alberto Fernández",2020-08-27,2619977
"Alberto Fernández",2020-08-28,2623522
"Alberto Fernández",2020-08-29,2626251
"Alberto Fernández",2020-08-30,2629270
"Alberto Fernández",2020-08-31,2630636
"Alberto Fernández",2020-09-01,2634425
"Alberto Fernández",2020-09-02,2637133
"Alberto Fernández",2020-09-03,2639208
"Alberto Fernández",2020-09-04,2641605
"Alberto Fernández",2020-09-05,2641718
"Alberto Fernández",2020-09-06,2641743
"Alberto Fernández",2020-09-07,2641783
"Alberto Fernández",2020-09-08,2641287
"Alberto Fernández",2020-09-09,2640979
"Alberto Fernández",2020-09-10,2641077
"Alberto Fernández",2020-09-11,2640824
"Alberto Fernández",2020-09-12,2641700
"Alberto Fernández",2020-09-13,2641931
"Alberto Fernández",2020-09-14,2641814
"Alberto Fernández",2020-09-15,2641757
"Alberto Fernández",2020-09-16,2641032
"Alberto Fernández",2020-09-17,2640302
"Alberto Fernández",2020-09-18,2639518
"Alberto Fernández",2020-09-19,2639394
"Alberto Fernández",2020-09-20,2639506
"Alberto Fernández",2020-09-21,2639320
"Alberto Fernández",2020-09-22,2639010
"Alberto Fernández",2020-09-23,2638950
"Alberto Fernández",2020-09-24,2638838
"Alberto Fernández",2020-09-25,2638885
"Alberto Fernández",2020-09-26,2639043
"Alberto Fernández",2020-09-27,2639114
"Alberto Fernández",2020-09-28,2639038
"Alberto Fernández",2020-09-29,2638640
"Alberto Fernández",2020-09-30,2638816
"Alberto Fernández",2020-10-01,2639196
"Alberto Fernández",2020-10-02,2639337
"Alberto Fernández",2020-10-03,2639485
"Alberto Fernández",2020-10-04,2639573
"Alberto Fernández",2020-10-05,2637762
"Alberto Fernández",2020-10-06,2637170
"Alberto Fernández",2020-10-07,2637076
"Alberto Fernández",2020-10-08,2634900
"Alberto Fernández",2020-10-09,2634563
"Alberto Fernández",2020-10-10,2634460
"Alberto Fernández",2020-10-11,2634430
"Alberto Fernández",2020-10-12,2634286
"Alberto Fernández",2020-10-13,2634336
"Alberto Fernández",2020-10-14,2634120
"Alberto Fernández",2020-10-15,2634240
"Alberto Fernández",2020-10-16,2634469
"Alberto Fernández",2020-10-17,2634703
"Alberto Fernández",2020-10-18,2633476
"Alberto Fernández",2020-10-19,2632357
"Alberto Fernández",2020-10-20,2632898
"Alberto Fernández",2020-10-21,2633928
"Alberto Fernández",2020-10-22,2635100
"Alberto Fernández",2020-10-23,2636171
"Alberto Fernández",2020-10-24,2636843
"Alberto Fernández",2020-10-25,2637419
"Alberto Fernández",2020-10-26,2637080
"Alberto Fernández",2020-10-27,2636706
"Alberto Fernández",2020-10-28,2636317
"Alberto Fernández",2020-10-29,2636063
"Alberto Fernández",2020-10-30,2635872
"Alberto Fernández",2020-10-31,2636750
"Alberto Fernández",2020-11-01,2637075
"Alberto Fernández",2020-11-02,2637472
"Alberto Fernández",2020-11-03,2637906
"Alberto Fernández",2020-11-04,2638361
"Alberto Fernández",2020-11-05,2638960
"Alberto Fernández",2020-11-06,2640516
"Alberto Fernández",2020-11-07,2641102
"Alberto Fernández",2020-11-08,2641623
"Alberto Fernández",2020-11-09,2641974
"Alberto Fernández",2020-11-10,2642832
"Alberto Fernández",2020-11-11,2643374
"Alberto Fernández",2020-11-12,2645705
"Alberto Fernández",2020-11-13,2647294
"Alberto Fernández",2020-11-14,2648431
"Alberto Fernández",2020-11-15,2648860
"Alberto Fernández",2020-11-16,2649051
"Alberto Fernández",2020-11-17,2649700
"Alberto Fernández",2020-11-18,2654664
"Alberto Fernández",2020-11-19,2655821
"Alberto Fernández",2020-11-20,2656136
"Alberto Fernández",2020-11-21,2656010
"Alberto Fernández",2020-11-22,2655828
"Alberto Fernández",2020-11-23,2655801
"Alberto Fernández",2020-11-24,2655648
"Alberto Fernández",2020-11-25,2661923
"Alberto Fernández",2020-11-26,2667684
"Alberto Fernández",2020-11-27,2671345
"Alberto Fernández",2020-11-28,2673150
"Alberto Fernández",2020-11-29,2674201
"Alberto Fernández",2020-11-30,2675267
"Alberto Fernández",2020-12-01,2675085
"Alberto Fernández",2020-12-02,2675911
"Alberto Fernández",2020-12-03,2676640
"Alberto Fernández",2020-12-04,2677246
"Alberto Fernández",2020-12-05,2677374
"Alberto Fernández",2020-12-06,2677436
"Alberto Fernández",2020-12-07,2677466
"Alberto Fernández",2020-12-08,2677498
"Alberto Fernández",2020-12-09,2677384
"Alberto Fernández",2020-12-10,2677699
"Alberto Fernández",2020-12-11,2678214
"Alberto Fernández",2020-12-12,2678467
"Alberto Fernández",2020-12-13,2678586
"Alberto Fernández",2020-12-14,2678532
"Alberto Fernández",2020-12-15,2677848
"Alberto Fernández",2020-12-16,2677595
"Alberto Fernández",2020-12-17,2677617
"Alberto Fernández",2020-12-18,2677698
"Alberto Fernández",2020-12-19,2677119
"Alberto Fernández",2020-12-20,2677102
"Alberto Fernández",2020-12-21,2677134
"Alberto Fernández",2020-12-22,2676768
"Alberto Fernández",2020-12-23,2677034
"Alberto Fernández",2020-12-24,2677072
"Alberto Fernández",2020-12-25,2677139
"Alberto Fernández",2020-12-26,2676932
"Alberto Fernández",2020-12-27,2676890
"Alberto Fernández",2020-12-28,2676840
"Alberto Fernández",2020-12-29,2676886
"Alberto Fernández",2020-12-30,2676750
"Alberto Fernández",2020-12-31,2675583
"Alberto Fernández",2021-01-01,2674618
"Alberto Fernández",2021-01-02,2674369
"Alberto Fernández",2021-01-03,2674259
"Alberto Fernández",2021-01-04,2674244
"Alberto Fernández",2021-01-05,2674654
"Alberto Fernández",2021-01-06,2674362
"Alberto Fernández",2021-01-07,2674685
"Alberto Fernández",2021-01-08,2675173
"Alberto Fernández",2021-01-09,2675255
"Alberto Fernández",2021-01-10,2675298
"Alberto Fernández",2021-01-11,2674721
"Alberto Fernández",2021-01-12,2674511
"Alberto Fernández",2021-01-13,2674641
"Alberto Fernández",2021-01-14,2674693
"Alberto Fernández",2021-01-15,2673905
"Alberto Fernández",2021-01-16,2673947
"Alberto Fernández",2021-01-17,2674293
"Alberto Fernández",2021-01-18,2674438
"Alberto Fernández",2021-01-19,2674422
"Alberto Fernández",2021-01-20,2673842
"Alberto Fernández",2021-01-21,2673301
"Alberto Fernández",2021-01-22,2673793
"Alberto Fernández",2021-01-23,2674082
"Alberto Fernández",2021-01-24,2674225
"Alberto Fernández",2021-01-25,2674415
"Alberto Fernández",2021-01-26,2674510
"Alberto Fernández",2021-01-27,2674604
"Alberto Fernández",2021-01-28,2674511
"Alberto Fernández",2021-01-29,2674482
"Alberto Fernández",2021-01-30,2674380
"Alberto Fernández",2021-01-31,2674265
"Alberto Fernández",2021-02-01,2674141
"Alberto Fernández",2021-02-02,2673617
"Alberto Fernández",2021-02-03,2673248
"Alberto Fernández",2021-02-04,2672878
"Alberto Fernández",2021-02-05,2672549
"Alberto Fernández",2021-02-06,2672048
"Alberto Fernández",2021-02-07,2671867
"Alberto Fernández",2021-02-08,2671532
"Alberto Fernández",2021-02-09,2671018
"Alberto Fernández",2021-02-10,2670511
"Alberto Fernández",2021-02-11,2670118
"Alberto Fernández",2021-02-12,2669985
"Alberto Fernández",2021-02-13,2669703
"Alberto Fernández",2021-02-14,2669341
"Alberto Fernández",2021-02-15,2668986
"Alberto Fernández",2021-02-16,2668554
"Alberto Fernández",2021-02-17,2668094
"Alberto Fernández",2021-02-18,2667591
"Alberto Fernández",2021-02-19,2667666
"Alberto Fernández",2021-02-20,2667491
"Alberto Fernández",2021-02-21,2667284
"Alberto Fernández",2021-02-22,2667016
"Alberto Fernández",2021-02-23,2666908
"Alberto Fernández",2021-02-24,2666531
"Alberto Fernández",2021-02-25,2666142
"Alberto Fernández",2021-02-26,2665906
"Alberto Fernández",2021-02-27,2665697
"Alberto Fernández",2021-02-28,2665396
"Alberto Fernández",2021-03-01,2665258
"Alberto Fernández",2021-03-02,2664832
"Alberto Fernández",2021-03-03,2664559
"Alberto Fernández",2021-03-04,2664166
"Alberto Fernández",2021-03-05,2663847
"Alberto Fernández",2021-03-06,2663476
"Alberto Fernández",2021-03-07,2663220
"Alberto Fernández",2021-03-08,2663046
"Alberto Fernández",2021-03-09,2662795
"Alberto Fernández",2021-03-10,2662966
"Alberto Fernández",2021-03-11,2662906
"Alberto Fernández",2021-03-12,2662301
"Alberto Fernández",2021-03-13,2661859
"Alberto Fernández",2021-03-14,2661470
"Alberto Fernández",2021-03-15,2661294
"Alberto Fernández",2021-03-16,2661154
"Alberto Fernández",2021-03-17,2660902
"Alberto Fernández",2021-03-18,2660716
"Alberto Fernández",2021-03-19,2660503
"Alberto Fernández",2021-03-20,2659976
"Alberto Fernández",2021-03-21,2659298
"Alberto Fernández",2021-03-22,2658756
"Alberto Fernández",2021-03-23,2657957
"Alberto Fernández",2021-03-24,2657444
"Alberto Fernández",2021-03-25,2656977
"Alberto Fernández",2021-03-26,2656718
"Alberto Fernández",2021-03-27,2656338
"Alberto Fernández",2021-03-28,2656064
"Alberto Fernández",2021-03-29,2655652
"Alberto Fernández",2021-03-30,2655148
"Alberto Fernández",2021-03-31,2654838
"Alberto Fernández",2021-04-01,2654444
"Alberto Fernández",2021-04-02,2654903
"Alberto Fernández",2021-04-03,2656714
"Alberto Fernández",2021-04-04,2657163
"Alberto Fernández",2021-04-05,2656635
"Alberto Fernández",2021-04-06,2656642
"Alberto Fernández",2021-04-07,2656988
"Alberto Fernández",2021-04-08,2657620
"Alberto Fernández",2021-04-09,2657886
"Alberto Fernández",2021-04-10,2658005
"Alberto Fernández",2021-04-11,2658123
"Alberto Fernández",2021-04-12,2657948
"Alberto Fernández",2021-04-13,2657927
"Alberto Fernández",2021-04-14,2658196
"Alberto Fernández",2021-04-15,2661178
"Alberto Fernández",2021-04-16,2662134
"Alberto Fernández",2021-04-17,2662212
"Alberto Fernández",2021-04-18,2662374
"Alberto Fernández",2021-04-19,2662256
"Alberto Fernández",2021-04-20,2661760
"Alberto Fernández",2021-04-21,2661544
"Alberto Fernández",2021-04-22,2660783
"Alberto Fernández",2021-04-23,2660152
"Alberto Fernández",2021-04-24,2659607
